alcoholPercentage,assortmentText,bottleText,categoryLevel1,categoryLevel2,categoryLevel3,country,customCategoryTitle,grapes,originLevel1,originLevel2,packagingLevel1,price,producerName,productId,productNameBold,productNameThin,productNumber,productNumberShort,restrictedParcelQuantity,sugarContentGramPer100ml,tasteClockBody,tasteClockCasque,tasteClockFruitacid,tasteClockRoughness,tasteClockSweetness,tasteClocks,vintage,volume,volumeText,full_name
12.0,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,"['Chardonnay', 'Pinot noir']",Champagne,,Glasflaska,629.0,Champagne A. Margaine,30180632,A. Margaine,Cuvée M Extra Brut,5869101,58691,2,0.4,0,0,0,0,0,[],,750,750 ml,Champagne A. Margaine A. Margaine Cuvée M Extra Brut
12.0,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,"['Chardonnay', 'Pinot noir']",Champagne,,Glasflaska,639.0,A.D. Coutelas,34496668,A.D Coutelas,Cuvée 1809,5332301,53323,0,0.0,0,0,0,0,0,[],,750,750 ml,A.D. Coutelas A.D Coutelas Cuvée 1809
12.0,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,['Chardonnay'],Champagne,,Glasflaska,390.0,Maison de Champagne AD Coutelas,34718064,A.D Coutelas Elogé,Blanc de Blancs 1er Cru,5309101,53091,0,0.0,0,0,0,0,0,[],,750,750 ml,Maison de Champagne AD Coutelas A.D Coutelas Elogé Blanc de Blancs 1er Cru
12.0,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,"['Pinot noir', 'Chardonnay', 'Pinot meunier']",Champagne,,Glasflaska,439.0,Maison de Champagne AD Coutelas,34718045,A.D Coutelas Louis Victor Solera,Extra Brut,5225001,52250,0,0.0,0,0,0,0,0,[],,750,750 ml,Maison de Champagne AD Coutelas A.D Coutelas Louis Victor Solera Extra Brut
12.0,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,"['Chardonnay', 'Pinot meunier', 'Pinot noir']",Champagne,,Glasflaska,359.0,A.D. Coutelas,34496709,A.D Coutelas Origin',Brut,5280101,52801,0,0.0,0,0,0,0,0,[],,750,750 ml,A.D. Coutelas A.D Coutelas Origin' Brut
12.0,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Spanien,"Mousserande vin, Vitt Torrt",[],,,Glasflaska,209.0,Alta Alella,24594640,AA AUS PetNat,Alta Alella,9770201,97702,0,0.0,0,0,0,0,0,[],2021,750,750 ml,Alta Alella AA AUS PetNat Alta Alella
14.0,Fast sortiment,Flaska,Vin,Rött vin,Fruktigt & Smakrikt,Portugal,"Rött vin, Fruktigt & Smakrikt","['Touriga franca', 'Touriga naçional']",Douro,,Glasflaska,179.0,Quinta do Pessegueiro - Sociedade Agricola e Comercial Lda.,37260385,ALUZÉ,Pessegueiro,272801,2728,0,0.0,9,8,9,9,0,"[{'key': 'TasteClockBody', 'value': 9}, {'key': 'TasteClockRoughness', 'value': 9}, {'key': 'TasteClockFruitacid', 'value': 9}]",2020,750,750 ml,Quinta do Pessegueiro - Sociedade Agricola e Comercial Lda. ALUZÉ Pessegueiro
14.5,Ordervaror,Flaska,Vin,Rött vin,,Sydafrika,Rött vin,[],Western Cape,Coastal Region,Glasflaska,1001.0,Anthonij Rupert Wines,30175656,AR Blend,,5864901,58649,0,0.0,0,0,0,0,0,[],2013,750,750 ml,
12.0,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,['Chardonnay'],Champagne,,Glasflaska,509.0,AR Lenoble,1030053,AR Lenoble,Grand Cru Chouilly Blanc de Blancs Brut,7710901,77109,0,0.0,0,0,0,0,0,[],,750,750 ml,AR Lenoble AR Lenoble Grand Cru Chouilly Blanc de Blancs Brut
12.5,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,"['Pinot meunier', 'Pinot noir', 'Chardonnay']",Champagne,,Glasflaska,459.0,AR Lenoble,24392315,AR Lenoble,Zero Dosage,7087101,70871,0,0.0,0,0,0,0,0,[],,750,750 ml,AR Lenoble AR Lenoble Zero Dosage
12.5,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,"['Pinot meunier', 'Pinot noir', 'Chardonnay']",Champagne,,Glasflaska,429.0,AR Lenoble,497594,AR Lenoble,Cuvée Intense Brut,7725601,77256,0,0.0,6,1,10,0,1,"[{'key': 'TasteClockSweetness', 'value': 1}, {'key': 'TasteClockBody', 'value': 6}, {'key': 'TasteClockFruitacid', 'value': 10}]",,750,750 ml,AR Lenoble AR Lenoble Cuvée Intense Brut
12.5,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,['Chardonnay'],Champagne,,Glasflaska,859.0,AR Lenoble,6887286,AR Lenoble,Grand Cru Chouilly Blanc de Blanc Extra Brut,7954601,79546,0,0.0,0,0,0,0,0,[],2012,750,750 ml,AR Lenoble AR Lenoble Grand Cru Chouilly Blanc de Blanc Extra Brut
13.0,Ordervaror,Flaska,Vin,Vitt vin,,Nya Zeeland,Vitt vin,[],Marlborough,,Glasflaska,231.0,Winegrowers of ARA,616219,ARA Single Estate,Sauvignon Blanc,7555901,75559,0,0.0,0,0,0,0,0,[],2018,750,750 ml,Winegrowers of ARA ARA Single Estate Sauvignon Blanc
12.0,Tillfälligt sortiment,Flaska,Vin,Mousserande vin,,Spanien,Mousserande vin,['Xarel-lo'],Cava,,Glasflaska,231.0,Alta Alella,35707394,AUS,Bruant Brut Nature,9389201,93892,0,0.0,6,1,10,0,1,"[{'key': 'TasteClockSweetness', 'value': 1}, {'key': 'TasteClockBody', 'value': 6}, {'key': 'TasteClockFruitacid', 'value': 10}]",2021,750,750 ml,Alta Alella AUS Bruant Brut Nature
15.0,Tillfälligt sortiment,Flaska,Vin,Rött vin,,Spanien,Rött vin,[],Kastilien-León,Ribera del Duero,Glasflaska,1129.0,Aalto,40823120,Aalto PS,,9321601,93216,0,0.0,0,0,0,0,0,[],2021,750,750 ml,
12.5,Ordervaror,Flaska,Vin,Vitt vin,,Spanien,Vitt vin,[],Galicien,Rías Baixas,Glasflaska,199.0,Terras Gauda,402669,Abadia de San Campio,Albariño,7538601,75386,0,0.0,0,0,0,0,0,[],2022,750,750 ml,Terras Gauda Abadia de San Campio Albariño
14.0,Ordervaror,Flaska,Vin,Rött vin,,Spanien,Rött vin,[],Kastilien-León,Ribera del Duero,Glasflaska,149.0,Bodegas Abadía la Arroyada,745848,Abadía la Arroyada,Roble,7544601,75446,6,0.0,0,0,0,0,0,[],2019,750,750 ml,Bodegas Abadía la Arroyada Abadía la Arroyada Roble
14.5,Ordervaror,Flaska,Vin,Rött vin,,Italien,Rött vin,['Sangiovese grosso'],Toscana,Rosso di Montalcino,Glasflaska,201.0,Abbadia Ardenga,27043212,Abbadia Ardenga,Rosso di Montalcino,5727601,57276,0,0.0,0,0,0,0,0,[],2020,750,750 ml,Abbadia Ardenga Abbadia Ardenga Rosso di Montalcino
15.0,Ordervaror,Flaska,Vin,Rött vin,,Italien,Rött vin,['Sangiovese grosso'],Toscana,Brunello di Montalcino,Glasflaska,471.0,Abbadia Ardenga,27043213,Abbadia Ardenga,Brunello di Montalcino,5725401,57254,0,0.0,0,0,0,0,0,[],2017,750,750 ml,Abbadia Ardenga Abbadia Ardenga Brunello di Montalcino
12.0,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,"['Pinot noir', 'Chardonnay']",Champagne,,Glasflaska,499.0,Locret-Lachaud,24423305,Abbatiale,Brut,7753001,77530,0,0.0,0,0,0,0,0,[],,750,750 ml,Locret-Lachaud Abbatiale Brut
11.0,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Italien,"Mousserande vin, Vitt Torrt",[],Venetien,Prosecco,Glasflaska,109.0,C.V.A.S.G srl,24607027,Abbazia Prosecco,Extra Dry,5231901,52319,0,0.0,0,0,0,0,0,[],,750,750 ml,C.V.A.S.G srl Abbazia Prosecco Extra Dry
13.5,Ordervaror,Flaska,Vin,Rött vin,,Italien,Rött vin,[],,,Glasflaska,286.0,Abbazia di Novacella,38622143,Abbazia di Novacella,Pinot Nero,5917701,59177,6,0.0,0,0,0,0,0,[],,750,750 ml,Abbazia di Novacella Abbazia di Novacella Pinot Nero
13.0,Ordervaror,Flaska,Vin,Vitt vin,,Frankrike,Vitt vin,['Chardonnay'],Languedoc-Roussillon,Pays d'Oc,Glasflaska,139.0,Abbotts & Delaunay,26400949,Abbotts & Delaunay,Métayage Chardonnay,5712901,57129,0,0.0,0,0,0,0,0,[],2022,750,750 ml,Abbotts & Delaunay Abbotts & Delaunay Métayage Chardonnay
13.5,Fast sortiment,Lättare glasflaska,Vin,Rött vin,Fruktigt & Smakrikt,Frankrike,"Rött vin, Fruktigt & Smakrikt",['Carignan'],Languedoc-Roussillon,Pays d'Oc,Lättare glasflaska,99.0,Abbotts & Delaunay,2388741,Abbotts & Delaunay,Carignan Vieilles Vignes,225701,2257,0,0.5,8,4,9,8,0,"[{'key': 'TasteClockBody', 'value': 8}, {'key': 'TasteClockRoughness', 'value': 8}, {'key': 'TasteClockFruitacid', 'value': 9}]",2022,750,750 ml,Abbotts & Delaunay Abbotts & Delaunay Carignan Vieilles Vignes
13.5,Fast sortiment,Flaska,Vin,Rött vin,Kryddigt & Mustigt,Frankrike,"Rött vin, Kryddigt & Mustigt",['Pinot noir'],Languedoc-Roussillon,Pays d'Oc,Glasflaska,139.0,Abbotts & Delaunay,24566322,Abbotts & Delaunay,Métayage Pinot Noir,5050701,50507,0,0.0,5,8,10,5,0,"[{'key': 'TasteClockBody', 'value': 5}, {'key': 'TasteClockRoughness', 'value': 5}, {'key': 'TasteClockFruitacid', 'value': 10}]",2022,750,750 ml,Abbotts & Delaunay Abbotts & Delaunay Métayage Pinot Noir
13.0,Ordervaror,Flaska,Vin,Vitt vin,,Frankrike,Vitt vin,[],,,Glasflaska,139.0,Abbotts & Delaunay,36691125,Abbotts & Delaunay,Orange,5181301,51813,0,0.0,0,0,0,0,0,[],2021,750,750 ml,Abbotts & Delaunay Abbotts & Delaunay Orange
14.5,Ordervaror,Flaska,Vin,Rött vin,,Frankrike,Rött vin,[],Languedoc-Roussillon,Minervois,Glasflaska,199.0,Abbotts & Delaunay,35552711,Abbotts & Delaunay,Cumulo Nimbus Minervios,5053601,50536,0,0.0,0,0,0,0,0,[],2018,750,750 ml,Abbotts & Delaunay Abbotts & Delaunay Cumulo Nimbus Minervios
12.5,Ordervaror,Flaska,Vin,Vitt vin,,Bulgarien,Vitt vin,"['Chenin blanc', 'Assyrtiko']",,,Glasflaska,139.0,Abdyika winery,22946238,Abdyika,Chenin Blanc,7418401,74184,3,0.0,0,0,0,0,0,[],2021,750,750 ml,Abdyika winery Abdyika Chenin Blanc
14.0,Ordervaror,Flaska,Vin,Rött vin,,Bulgarien,Rött vin,"['Melnik', 'Cabernet sauvignon']",Trakiska låglandet,,Glasflaska,170.0,Damiannitza AD,11894905,Abdyika,Melnik Tradition Reserve,7520201,75202,6,0.0,0,0,0,0,0,[],2014,750,750 ml,Damiannitza AD Abdyika Melnik Tradition Reserve
14.0,Ordervaror,Flaska,Vin,Rött vin,,Bulgarien,Rött vin,"['Melnik', 'Ruen', 'Cabernet sauvignon']",Trakiska låglandet,,Glasflaska,168.0,Damianitza Winery,812557,Abdyika,Melnik Tradition,7356501,73565,2,0.0,0,0,0,0,0,[],2015,750,750 ml,Damianitza Winery Abdyika Melnik Tradition
14.5,Ordervaror,Flaska,Vin,Rött vin,,Bulgarien,Rött vin,"['Melnik', 'Merlot', 'Cabernet sauvignon']",Trakiska låglandet,,Glasflaska,179.0,Damianitza Winery,812568,Abdyika,Estate Blend,7422701,74227,0,0.0,0,0,0,0,0,[],,750,750 ml,Damianitza Winery Abdyika Estate Blend
14.5,Ordervaror,Flaska,Vin,Rött vin,,Bulgarien,Rött vin,"['Ruen', 'Cabernet sauvignon']",Trakiska låglandet,,Glasflaska,291.0,Damiannitza AD,914157,Abdyika,First Selection Reserve,7885601,78856,0,0.0,0,0,0,0,0,[],2020,750,750 ml,Damiannitza AD Abdyika First Selection Reserve
12.5,Ordervaror,Flaska,Vin,Rött vin,,Bulgarien,Rött vin,['Melnik'],,,Glasflaska,147.0,Abdyika winery,34733084,Abdyika,Retro Melnik,5259801,52598,0,0.0,0,0,0,0,0,[],2021,750,750 ml,Abdyika winery Abdyika Retro Melnik
14.0,Ordervaror,Flaska,Vin,Rött vin,,Bulgarien,Rött vin,"['Melnik', 'Ruen', 'Cabernet sauvignon']",Trakiska låglandet,,Glasflaska,168.0,Abdyika winery,31832508,Abdyika,Melnik tradition,5954801,59548,0,0.0,0,0,0,0,0,[],2017,750,750 ml,Abdyika winery Abdyika Melnik tradition
14.5,Ordervaror,Flaska,Vin,Rött vin,,Bulgarien,Rött vin,"['Melnik', 'Ruen', 'Cabernet sauvignon']",Trakiska låglandet,,Glasflaska,168.0,Abdyika winery,31832509,Abdyika,Melnik Tradition Reserve,5954701,59547,0,0.0,0,0,0,0,0,[],2016,750,750 ml,Abdyika winery Abdyika Melnik Tradition Reserve
15.0,Ordervaror,Flaska,Vin,Rött vin,,Spanien,Rött vin,"['Garnacha tinta', 'Cariñena', 'Cabernet sauvignon', 'Syrah']",Katalonien,Priorat,Glasflaska,285.0,Noguerals,748456,Abellars,,7035101,70351,6,0.0,0,0,0,0,0,[],2017,750,750 ml,
14.0,Ordervaror,Flaska,Vin,Rött vin,,Argentina,Rött vin,['Malbec'],Cuyo,Mendoza,Glasflaska,179.0,GRUPO SALUTE,37094204,Abito,Reserva Malbec,5002101,50021,0,0.0,0,0,0,0,0,[],2019,750,750 ml,GRUPO SALUTE Abito Reserva Malbec
14.5,Ordervaror,Flaska,Vin,Rött vin,,Argentina,Rött vin,['Malbec'],Cuyo,Mendoza,Glasflaska,149.0,GRUPO SALUTE,37882041,Abito,La Juventud Malbec,5677901,56779,0,0.0,0,0,0,0,0,[],2020,750,750 ml,GRUPO SALUTE Abito La Juventud Malbec
15.0,Ordervaror,Flaska,Vin,Rött vin,,Italien,Rött vin,[],Venetien,Valpolicella,Glasflaska,238.0,Igor Accordini Winery,37244731,Accordini Igino,Valpolicella Ripasso Superiore,5764901,57649,0,0.0,0,0,0,0,0,[],2019,750,750 ml,Igor Accordini Winery Accordini Igino Valpolicella Ripasso Superiore
14.5,Tillfälligt sortiment,Flaska,Vin,Rött vin,,Argentina,Rött vin,[],Cuyo,Mendoza,Glasflaska,1201.0,Achaval-Ferrer,28897445,Achaval Ferrer,Finca Altamira,9028101,90281,0,0.0,0,0,0,0,0,[],2018,750,750 ml,Achaval-Ferrer Achaval Ferrer Finca Altamira
14.5,Tillfälligt sortiment,Flaska,Vin,Rött vin,,Argentina,Rött vin,[],Cuyo,Mendoza,Glasflaska,1101.0,Achaval-Ferrer,29157859,Achaval Ferrer,Fina Bella Vista,9016701,90167,0,0.0,0,0,0,0,0,[],2018,750,750 ml,Achaval-Ferrer Achaval Ferrer Fina Bella Vista
14.5,Tillfälligt sortiment,Flaska,Vin,Rött vin,Fruktigt & Smakrikt,Argentina,"Rött vin, Fruktigt & Smakrikt",['Malbec'],Cuyo,Mendoza,Glasflaska,201.0,Achaval-Ferrer,24425106,Achaval-Ferrer,Malbec,9300501,93005,0,0.0,10,8,10,10,0,"[{'key': 'TasteClockBody', 'value': 10}, {'key': 'TasteClockRoughness', 'value': 10}, {'key': 'TasteClockFruitacid', 'value': 10}]",2022,750,750 ml,Achaval-Ferrer Achaval-Ferrer Malbec
15.0,Tillfälligt sortiment,Flaska,Vin,Rött vin,,Argentina,Rött vin,"['Malbec', 'Cabernet franc', 'Cabernet sauvignon', 'Merlot']",Cuyo,Mendoza,Glasflaska,397.0,Achaval-Ferrer,29326148,Achaval-Ferrer,Quimera,9112001,91120,0,0.0,0,0,0,0,0,[],2019,750,750 ml,Achaval-Ferrer Achaval-Ferrer Quimera
15.5,Ordervaror,Flaska,Vin,Rött vin,,Italien,Rött vin,[],,,Glasflaska,477.0,Case Corini,32682202,Achille,Case Corini,5996401,59964,0,0.0,0,0,0,0,0,[],2017,750,750 ml,Case Corini Achille Case Corini
14.0,Ordervaror,Flaska,Vin,Rött vin,,Italien,Rött vin,"['Corvina veronese', 'Corvinone', 'Rondinella', 'Molinara']",Venetien,Valpolicella,Glasflaska,239.0,AZ. AGR. ACCORDINI STEFANO,28064003,Acinatico,Valpolicella Ripasso,5787201,57872,0,0.0,0,0,0,0,0,[],2021,750,750 ml,AZ. AGR. ACCORDINI STEFANO Acinatico Valpolicella Ripasso
13.0,Ordervaror,Flaska,Vin,Vitt vin,,Spanien,Vitt vin,[],Balearerna,Mallorca,Glasflaska,303.0,Mesquida Mora S.L.,43595958,Acrollam Blanc Ecologic,,7172501,71725,0,0.0,0,0,0,0,0,[],2022,750,750 ml,
12.5,Ordervaror,Flaska,Vin,Rött vin,,Spanien,Rött vin,['Pinot noir'],Katalonien,Costers del Segre,Glasflaska,349.0,Castell D'Encus,24500761,Acusp Pinot noir,Castell d'Encus,7389501,73895,0,0.0,0,0,0,0,0,[],2018,750,750 ml,Castell D'Encus Acusp Pinot noir Castell d'Encus
14.0,Ordervaror,Flaska,Vin,Rött vin,,Italien,Rött vin,['Sangiovese'],Toscana,Maremma Toscana,Glasflaska,291.0,Basile Azienda Agricola Biologica,43747900,Ad Agio,Montecucco Sangiovese Riserva DOCG,7031001,70310,3,0.0,0,0,0,0,0,[],2018,750,750 ml,Basile Azienda Agricola Biologica Ad Agio Montecucco Sangiovese Riserva DOCG
14.0,Ordervaror,Flaska,Vin,Rött vin,,Italien,Rött vin,[],Toscana,Maremma Toscana,Glasflaska,245.0,Fattoria Nittardi,580175,Ad Astra,Nittardi,7023101,70231,0,0.0,0,0,0,0,0,[],2020,750,750 ml,Fattoria Nittardi Ad Astra Nittardi
13.5,Ordervaror,Flaska,Vin,Vitt vin,,Italien,Vitt vin,['Trebbiano spoletino'],Umbrien,Montefalco,Glasflaska,231.0,Tabarrini Giampaolo,7555985,Adarmando,,7404001,74040,6,0.0,0,0,0,0,0,[],2015,750,750 ml,
12.0,Ordervaror,Flaska,Vin,Vitt vin,Friskt & Fruktigt,Portugal,"Vitt vin, Friskt & Fruktigt","['Trajadura', 'Alvarinho']",Vinho Verde,,Glasflaska,129.0,Adega de Monção,34496741,Adega de Monção,Vinho Verde,5391701,53917,0,0.0,3,1,10,0,1,"[{'key': 'TasteClockSweetness', 'value': 1}, {'key': 'TasteClockBody', 'value': 3}, {'key': 'TasteClockFruitacid', 'value': 10}]",2022,750,750 ml,Adega de Monção Adega de Monção Vinho Verde
12.5,Ordervaror,Flaska,Vin,Vitt vin,,Spanien,Vitt vin,[],Galicien,Rías Baixas,Glasflaska,169.0,Adegas Terra de Asorei,24486922,Adegas Terra de Asorei Naï,Albariño,7926201,79262,0,0.0,0,0,0,0,0,[],2023,750,750 ml,Adegas Terra de Asorei Adegas Terra de Asorei Naï Albariño
12.5,Tillfälligt sortiment,Flaska,Vin,Vitt vin,,USA,Vitt vin,['Chardonnay'],Oregon,Willamette Valley,Glasflaska,421.0,Adelsheim Vineyard,36583369,Adelsheim,Staking Claim Chardonnay,9113401,91134,0,0.0,0,0,0,0,0,[],2019,750,750 ml,Adelsheim Vineyard Adelsheim Staking Claim Chardonnay
13.0,Tillfälligt sortiment,Flaska,Vin,Rött vin,,USA,Rött vin,['Pinot noir'],Oregon,Willamette Valley,Glasflaska,491.0,Adelsheim Vineyard,36583383,Adelsheim,Breaking Ground Pinot Noir,9120201,91202,0,0.0,0,0,0,0,0,[],2021,750,750 ml,Adelsheim Vineyard Adelsheim Breaking Ground Pinot Noir
13.0,Ordervaror,Flaska,Vin,Vitt vin,,Italien,Vitt vin,"['Inzolia', 'Grillo']",Sicilien,,Glasflaska,219.0,Baglio del Cristo di Campobello,24642299,Adenzia,Bianco,5355101,53551,0,0.0,0,0,0,0,0,[],2020,750,750 ml,Baglio del Cristo di Campobello Adenzia Bianco
14.5,Ordervaror,Flaska,Vin,Rött vin,,Italien,Rött vin,[],Toscana,Bolgheri,Glasflaska,321.0,Campo Alla Sughera,902764,Adeo,Bolgheri Rosso,7193701,71937,6,0.0,0,0,0,0,0,[],2021,750,750 ml,Campo Alla Sughera Adeo Bolgheri Rosso
14.0,Ordervaror,Flaska,Vin,Vitt vin,,Italien,Vitt vin,[],Piemonte,Langhe,Glasflaska,185.0,Adrian Marco e Vittorio S.S.A.,20338512,Adriano,Langhe Sauvignon Basaricò,7004001,70040,6,0.0,0,0,0,0,0,[],2017,750,750 ml,Adrian Marco e Vittorio S.S.A. Adriano Langhe Sauvignon Basaricò
12.0,Ordervaror,Flaska,Vin,Vitt vin,,Cypern,Vitt vin,['Xynisteri'],,,Glasflaska,202.0,K & E Makarouna Ltd,38495060,Aerides,,5762201,57622,0,0.0,0,0,0,0,0,[],2021,750,750 ml,
12.0,Ordervaror,Flaska,Vin,Vitt vin,,Grekland,Vitt vin,['Roditis'],Retsina,,Glasflaska,239.0,S. Kechri & Co. Winery - Distillery,15007778,Afros,Pet-Nat Retsina,7198001,71980,2,0.0,0,0,0,0,0,[],,750,750 ml,S. Kechri & Co. Winery - Distillery Afros Pet-Nat Retsina
13.0,Ordervaror,Flaska,Vin,Vitt vin,,Spanien,Vitt vin,['Macabeo'],Katalonien,Costers del Segre,Glasflaska,198.0,L'Olivera S.C,37675740,Agaliu,L’Olivera,5671401,56714,6,0.0,0,0,0,0,0,[],2020,750,750 ml,L'Olivera S.C Agaliu L’Olivera
11.5,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Spanien,"Mousserande vin, Vitt Torrt","['Macabeo', 'Chardonnay']",Valencia,Utiel-Requena,Glasflaska,157.0,Bodegas Murviedro,24684201,Agarena,Cava Brut,5532301,55323,6,0.0,0,0,0,0,0,[],,750,750 ml,Bodegas Murviedro Agarena Cava Brut
13.0,Ordervaror,Flaska,Vin,Rött vin,,Italien,Rött vin,['Piedirosso'],Kampanien,,Glasflaska,331.0,Az. Agr. Bosco de Medici,31680820,Agathos,Pompeiano Piedirosso,5945401,59454,0,0.0,0,0,0,0,0,[],2020,750,750 ml,Az. Agr. Bosco de Medici Agathos Pompeiano Piedirosso
13.0,Ordervaror,Flaska,Vin,Rött vin,,Grekland,Rött vin,['Agiorgitiko'],,,Glasflaska,338.0,Halkias,40810601,Agiorgitiko Red,Halkia,7217001,72170,0,0.0,0,0,0,0,0,[],2022,750,750 ml,Halkias Agiorgitiko Red Halkia
14.0,Ordervaror,Flaska,Vin,Rött vin,,Grekland,Rött vin,"['Syrah', 'Viognier']",Central Greece,Evia,Glasflaska,389.0,Avantis Estate,6234103,Agios Chronos,Avantis Estate,7609801,76098,2,0.0,0,0,0,0,0,[],2018,750,750 ml,Avantis Estate Agios Chronos Avantis Estate
14.0,Ordervaror,Flaska,Vin,Rött vin,,Italien,Rött vin,['Aglianico'],Kampanien,Aglianico del Taburno,Glasflaska,294.0,La Fortezza Società Agricola s.r.l.,6576587,Aglianico,Riserva,7384201,73842,0,0.0,0,0,0,0,0,[],,750,750 ml,La Fortezza Società Agricola s.r.l. Aglianico Riserva
12.0,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Portugal,"Mousserande vin, Vitt Torrt",[],,,Glasflaska,99.0,Urban Wines,24634397,Agneta Patrulls,Bubbel,5333001,53330,0,1.1,5,1,9,0,1,"[{'key': 'TasteClockSweetness', 'value': 1}, {'key': 'TasteClockBody', 'value': 5}, {'key': 'TasteClockFruitacid', 'value': 9}]",,750,750 ml,Urban Wines Agneta Patrulls Bubbel
14.0,Ordervaror,Flaska,Vin,Rött vin,,Italien,Rött vin,"['Sangiovese', 'Cabernet sauvignon', 'Canaiolo']",Toscana,Chianti Classico,Glasflaska,222.0,Castello Vicchiomaggio,21545014,Agostino Petri,Chianti Classico,7317601,73176,0,0.0,0,0,0,0,0,[],2020,750,750 ml,Castello Vicchiomaggio Agostino Petri Chianti Classico
12.0,Tillfälligt sortiment,Flaska,Vin,Mousserande vin,,Spanien,Mousserande vin,['Macabeo'],Cava,,Glasflaska,251.0,Agusti Torello,19450556,Agusti Torello,Gran Reserva Barrica,9030901,90309,0,0.0,6,1,10,0,1,"[{'key': 'TasteClockSweetness', 'value': 1}, {'key': 'TasteClockBody', 'value': 6}, {'key': 'TasteClockFruitacid', 'value': 10}]",2019,750,750 ml,Agusti Torello Agusti Torello Gran Reserva Barrica
11.5,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Spanien,"Mousserande vin, Vitt Torrt","['Macabeo', 'Xarel-lo', 'Parellada']",Cava,,Glasflaska,289.0,Cava de Agusti Torello S.A.,17066032,Agusti Torello Mata,Gran Reserva,7660001,76600,6,0.0,0,0,0,0,0,[],2017,750,750 ml,Cava de Agusti Torello S.A. Agusti Torello Mata Gran Reserva
12.0,Ordervaror,Flaska,Vin,Mousserande vin,,Spanien,Mousserande vin,['Macabeo'],Cava,,Glasflaska,355.0,Cava de Agusti Torello S.A.,17066033,Agusti Torello Mata,Gran Reserva Barrica,7785701,77857,6,0.0,0,0,0,0,0,[],2018,750,750 ml,Cava de Agusti Torello S.A. Agusti Torello Mata Gran Reserva Barrica
11.5,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Spanien,"Mousserande vin, Vitt Torrt","['Macabeo', 'Parellada', 'Xarel-lo']",Katalonien,,Glasflaska,835.0,Agusti Torello,29678142,Agusti Torello Mata,Kripta,5103301,51033,0,0.0,0,0,0,0,0,[],2015,750,750 ml,Agusti Torello Agusti Torello Mata Kripta
11.5,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Spanien,"Mousserande vin, Vitt Torrt","['Macabeo', 'Parellada', 'Xarel-lo']",Cava,,Glasflaska,235.0,Agusti Torello,745160,Agustí Torelló Mata,Cava Reserva Brut,7741301,77413,6,0.0,0,0,0,0,0,[],2019,750,750 ml,Agusti Torello Agustí Torelló Mata Cava Reserva Brut
15.0,Ordervaror,Flaska,Vin,Rött vin,,Spanien,Rött vin,['Garnacha'],Katalonien,Empordà,Glasflaska,499.0,Castillo de Perelada,36485172,Aires de Garbet,Castillo de Perelada,5164201,51642,0,0.0,0,0,0,0,0,[],2018,750,750 ml,Castillo de Perelada Aires de Garbet Castillo de Perelada
13.0,Ordervaror,Flaska,Vin,Rött vin,,Australien,Rött vin,[],Victoria,Port Phillip,Glasflaska,199.0,Punt Road Wines,24411836,Airlie Bank,Franc,7682201,76822,0,0.0,0,0,0,0,0,[],2021,750,750 ml,Punt Road Wines Airlie Bank Franc
12.0,Ordervaror,Flaska,Vin,Rött vin,,Australien,Rött vin,[],Victoria,Port Phillip,Glasflaska,209.0,Punt Road Wines,24411837,Airlie Bank,Pinot Noir,7981001,79810,0,0.0,0,0,0,0,0,[],2022,750,750 ml,Punt Road Wines Airlie Bank Pinot Noir
12.5,Ordervaror,Flaska,Vin,Rött vin,,Australien,Rött vin,[],Victoria,Port Phillip,Glasflaska,199.0,Punt Road Wines,24696158,Airlie Bank,Garden Red,5598301,55983,0,0.0,0,0,0,0,0,[],2021,750,750 ml,Punt Road Wines Airlie Bank Garden Red
11.5,Ordervaror,Flaska,Vin,Vitt vin,,Australien,Vitt vin,['Pinot gris'],Victoria,Port Phillip,Glasflaska,199.0,Punt Road Wines,42123928,Airlie Bank,Gris on Skins,7133001,71330,0,0.0,0,0,0,0,0,[],2023,750,750 ml,Punt Road Wines Airlie Bank Gris on Skins
